lambda [um]    flux [erg s^-1 cm^-3]    
2.9483027e-01  1.0866981e+14            
2.9497768e-01  1.3844551e+14            
2.9512515e-01  4.6440556e+14            
2.9527277e-01  3.7413043e+14            
2.9542036e-01  1.9862768e+14            
2.9556810e-01  3.0869703e+14            
2.9571590e-01  4.2262046e+14            
2.9586377e-01  2.9209337e+14            
2.9601169e-01  3.1817180e+14            
2.9615967e-01  3.6929130e+14            
2.9630780e-01  4.9755042e+14            
2.9645590e-01  3.8620289e+14            
2.9660415e-01  1.4585535e+14            
2.9675246e-01  1.1596486e+14            
2.9690083e-01  3.5393861e+14            
2.9704926e-01  1.7120145e+14            
2.9719784e-01  2.9525559e+14            
2.9734639e-01  2.1990779e+14            
2.9749509e-01  4.0382439e+14            
2.9764385e-01  4.0868428e+14            
2.9779267e-01  4.3728341e+14            
2.9794155e-01  3.9204016e+14            
2.9809049e-01  2.1713769e+14            
2.9823958e-01  2.0233168e+14            
2.9838864e-01  2.0691670e+14            
2.9853785e-01  1.2780498e+14            
2.9868712e-01  1.7601282e+14            
2.9883645e-01  2.2814560e+14            
2.9898593e-01  3.6742657e+14            
2.9913538e-01  4.1881635e+14            
2.9928498e-01  2.7540814e+14            
2.9943464e-01  2.9829506e+14            
2.9958436e-01  1.7318964e+14            
2.9973414e-01  3.5662909e+14            
2.9988397e-01  4.3906524e+14            
3.0003387e-01  1.7562386e+14            
3.0018392e-01  1.1553391e+14            
3.0033403e-01  1.3022319e+14            
3.0048420e-01  2.0465724e+14            
3.0063443e-01  4.2903312e+14            
3.0078472e-01  2.3044697e+14            
3.0093516e-01  1.7111797e+14            
3.0108565e-01  3.3122586e+14            
3.0123612e-01  2.3086778e+14            
3.0138674e-01  3.6143099e+14            
3.0153751e-01  3.5097102e+14            
3.0168825e-01  3.0726788e+14            
3.0183904e-01  2.1908159e+14            
3.0198999e-01  1.6589828e+14            
3.0214100e-01  4.3178867e+13            
3.0229207e-01  1.8316855e+14            
3.0244320e-01  3.3726773e+14            
3.0259448e-01  2.5792957e+14            
3.0274572e-01  2.3802445e+14            
3.0289712e-01  4.4039468e+14            
3.0304858e-01  3.1342884e+14            
3.0320010e-01  2.6430507e+14            
3.0335167e-01  4.7967936e+14            
3.0350331e-01  3.7158159e+14            
3.0365510e-01  3.9584041e+14            
3.0380694e-01  1.2514301e+14            
3.0395885e-01  3.1815719e+14            
3.0411082e-01  2.8424945e+14            
3.0426284e-01  3.0357470e+14            
3.0441502e-01  3.1286559e+14            
3.0456717e-01  3.8088519e+14            
3.0471946e-01  2.9997717e+14            
3.0487182e-01  1.5547630e+14            
3.0502433e-01  3.8847409e+14            
3.0517681e-01  2.6224213e+14            
3.0532943e-01  4.5801740e+14            
3.0548203e-01  2.4061469e+14            
3.0563477e-01  3.7095344e+14            
3.0578758e-01  1.9983176e+14            
3.0594054e-01  1.3373768e+14            
3.0609346e-01  2.7974265e+14            
3.0624654e-01  3.7355300e+14            
3.0639968e-01  4.7798133e+14            
3.0655287e-01  3.3312399e+14            
3.0670613e-01  3.1272202e+14            
3.0685944e-01  2.2258627e+14            
3.0701291e-01  5.5398802e+14            
3.0716644e-01  4.5020909e+14            
3.0732002e-01  3.3891813e+14            
3.0747367e-01  4.3674520e+14            
3.0762737e-01  2.4804176e+14            
3.0778123e-01  4.4764267e+14            
3.0793506e-01  3.7881072e+14            
3.0808903e-01  3.6691194e+14            
3.0824307e-01  2.8916119e+14            
3.0839726e-01  3.2274131e+14            
3.0855141e-01  5.4437511e+14            
3.0870572e-01  5.2029662e+14            
3.0886008e-01  2.8253096e+14            
3.0901451e-01  3.8310541e+14            
3.0916899e-01  3.1099888e+14            
3.0932354e-01  2.2587383e+14            
3.0947824e-01  3.0554977e+14            
3.0963299e-01  3.7939396e+14            
3.0978781e-01  1.9286103e+14            
3.0994268e-01  3.4719411e+14            
3.1009762e-01  1.4938331e+14            
3.1025270e-01  1.5776850e+14            
3.1040785e-01  4.3143408e+14            
3.1056306e-01  4.1355320e+14            
3.1071832e-01  4.2685326e+14            
3.1087365e-01  4.4835588e+14            
3.1102912e-01  5.0675830e+14            
3.1118466e-01  3.6623159e+14            
3.1134026e-01  5.1860699e+14            
3.1149591e-01  4.0878689e+14            
3.1165163e-01  4.5087798e+14            
3.1180750e-01  4.3139159e+14            
3.1196333e-01  2.8885097e+14            
3.1211931e-01  2.5793110e+14            
3.1227545e-01  3.3095837e+14            
3.1243156e-01  4.5331208e+14            
3.1258772e-01  3.5710098e+14            
3.1274404e-01  4.1141548e+14            
3.1290041e-01  4.6112993e+14            
3.1305685e-01  3.7347936e+14            
3.1321344e-01  4.1979111e+14            
3.1336999e-01  3.1509899e+14            
3.1352670e-01  3.0000139e+14            
3.1368347e-01  4.0045483e+14            
3.1384029e-01  5.1131894e+14            
3.1399728e-01  4.0079250e+14            
3.1415422e-01  4.0983612e+14            
3.1431132e-01  4.6157888e+14            
3.1446847e-01  1.5115510e+14            
3.1462569e-01  2.7810629e+14            
3.1478296e-01  3.6649430e+14            
3.1494039e-01  4.6237665e+14            
3.1509788e-01  4.8315633e+14            
3.1525543e-01  4.8773519e+14            
3.1541304e-01  5.1839325e+14            
3.1557080e-01  3.8527646e+14            
3.1572852e-01  3.0333379e+14            
3.1588640e-01  2.2373589e+14            
3.1604434e-01  2.2280612e+14            
3.1620233e-01  2.3166558e+14            
3.1636049e-01  3.2051700e+14            
3.1651860e-01  3.7641720e+14            
3.1667687e-01  3.2692481e+14            
3.1683520e-01  3.9612906e+14            
3.1699368e-01  3.0790730e+14            
3.1715213e-01  4.3170509e+14            
3.1731073e-01  5.1741195e+14            
3.1746939e-01  4.7859386e+14            
3.1762811e-01  3.8702197e+14            
3.1778698e-01  4.5752767e+14            
3.1794582e-01  3.0740990e+14            
3.1810481e-01  2.6017814e+14            
3.1826386e-01  2.4745904e+14            
3.1842297e-01  2.8615147e+14            
3.1858223e-01  3.1465197e+14            
3.1874146e-01  4.0037135e+14            
3.1890084e-01  3.8346823e+14            
3.1906028e-01  5.9427587e+14            
3.1921988e-01  2.9154086e+14            
3.1937943e-01  2.6430025e+14            
3.1953915e-01  2.7511877e+14            
3.1969892e-01  3.4030477e+14            
3.1985875e-01  3.7034856e+14            
3.2001874e-01  4.3530613e+14            
3.2017869e-01  3.3216949e+14            
3.2033879e-01  4.1662531e+14            
3.2049895e-01  4.6050648e+14            
3.2065917e-01  4.1289151e+14            
3.2081955e-01  4.1910528e+14            
3.2097999e-01  3.8077544e+14            
3.2114049e-01  2.5944465e+14            
3.2130104e-01  2.3170192e+14            
3.2146165e-01  2.0409470e+14            
3.2162242e-01  3.6300916e+14            
3.2178325e-01  3.3175981e+14            
3.2194413e-01  4.1271654e+14            
3.2210507e-01  3.7834040e+14            
3.2226607e-01  3.1704955e+14            
3.2242723e-01  3.8373706e+14            
3.2258845e-01  3.4947746e+14            
3.2274972e-01  2.5381683e+14            
3.2291116e-01  2.2375645e+14            
3.2307255e-01  2.2274538e+14            
3.2323410e-01  3.5713889e+14            
3.2339571e-01  2.9382853e+14            
3.2355748e-01  2.2923426e+14            
3.2371920e-01  2.5733118e+14            
3.2388108e-01  4.3737881e+14            
3.2404302e-01  2.7435223e+14            
3.2420502e-01  4.6077809e+14            
3.2436718e-01  3.8088503e+14            
3.2452929e-01  4.1579711e+14            
3.2469156e-01  4.8133565e+14            
3.2485389e-01  3.1466362e+14            
3.2501638e-01  3.3011572e+14            
3.2517882e-01  4.8552569e+14            
3.2534143e-01  3.7778814e+14            
3.2550409e-01  3.4843995e+14            
3.2566692e-01  5.5858434e+14            
3.2582969e-01  5.4610347e+14            
3.2599263e-01  5.1443108e+14            
3.2615563e-01  5.1220113e+14            
3.2631868e-01  4.6464171e+14            
3.2648189e-01  4.8772781e+14            
3.2664506e-01  4.5819576e+14            
3.2680839e-01  5.4381343e+14            
3.2697188e-01  4.2636131e+14            
3.2713532e-01  4.2428004e+14            
3.2729892e-01  4.4034998e+14            
3.2746258e-01  4.2500282e+14            
3.2762630e-01  5.1996819e+14            
3.2779008e-01  4.1953347e+14            
3.2795401e-01  3.9960361e+14            
3.2811801e-01  4.0032952e+14            
3.2828206e-01  4.1164116e+14            
3.2844616e-01  4.8070028e+14            
3.2861033e-01  4.7397356e+14            
3.2877465e-01  4.1432106e+14            
3.2893904e-01  4.6405766e+14            
3.2910358e-01  4.9173129e+14            
3.2926808e-01  4.3969715e+14            
3.2943274e-01  5.6803435e+14            
3.2959746e-01  5.2143844e+14            
3.2976223e-01  5.8106180e+14            
3.2992717e-01  5.1967712e+14            
3.3009205e-01  5.9312220e+14            
3.3025710e-01  4.2813516e+14            
3.3042231e-01  4.3057741e+14            
3.3058747e-01  4.9297747e+14            
3.3075280e-01  2.5757308e+14            
3.3091818e-01  4.7452402e+14            
3.3108362e-01  4.6086779e+14            
3.3124911e-01  4.5665580e+14            
3.3141477e-01  4.2696187e+14            
3.3158049e-01  3.2307232e+14            
3.3174626e-01  4.1042101e+14            
3.3191209e-01  5.5732167e+14            
3.3207808e-01  4.3906644e+14            
3.3224413e-01  4.4025104e+14            
3.3241023e-01  3.5544622e+14            
3.3257650e-01  4.4548237e+14            
3.3274272e-01  5.3430585e+14            
3.3290910e-01  4.3580428e+14            
3.3307553e-01  3.9253051e+14            
3.3324214e-01  5.0892879e+14            
3.3340868e-01  5.2887820e+14            
3.3357540e-01  4.4374224e+14            
3.3374228e-01  2.7038350e+14            
3.3390910e-01  4.7123552e+14            
3.3407610e-01  3.6087634e+14            
3.3424314e-01  4.2536491e+14            
3.3441025e-01  4.6908447e+14            
3.3457740e-01  4.6553524e+14            
3.3474473e-01  5.1037680e+14            
3.3491211e-01  4.0288089e+14            
3.3507954e-01  2.3754180e+14            
3.3524704e-01  5.2053443e+14            
3.3541469e-01  5.2026752e+14            
3.3558241e-01  4.2587422e+14            
3.3575018e-01  4.7294538e+14            
3.3591811e-01  3.5922436e+14            
3.3608599e-01  1.9159381e+14            
3.3625404e-01  1.5635232e+14            
3.3642225e-01  4.4956730e+14            
3.3659041e-01  4.4855158e+14            
3.3675873e-01  3.6843427e+14            
3.3692711e-01  3.3864437e+14            
3.3709554e-01  2.2925163e+14            
3.3726415e-01  2.4478058e+14            
3.3743269e-01  2.9825204e+14            
3.3760140e-01  4.2702295e+14            
3.3777028e-01  4.4558151e+14            
3.3793911e-01  4.2287336e+14            
3.3810810e-01  2.4139481e+14            
3.3827714e-01  3.8650326e+14            
3.3844624e-01  3.5118849e+14            
3.3861551e-01  4.5469298e+14            
3.3878483e-01  4.3797087e+14            
3.3895421e-01  3.2757542e+14            
3.3912364e-01  4.5376240e+14            
3.3929325e-01  3.2956124e+14            
3.3946290e-01  2.6709178e+14            
3.3963261e-01  3.8909230e+14            
3.3980249e-01  4.4880834e+14            
3.3997231e-01  4.1958084e+14            
3.4014230e-01  5.7389046e+14            
3.4031246e-01  3.5379662e+14            
3.4048256e-01  3.8717715e+14            
3.4065283e-01  3.6880294e+14            
3.4082315e-01  3.6886598e+14            
3.4099353e-01  3.1283805e+14            
3.4116407e-01  4.2488376e+14            
3.4133467e-01  3.8667865e+14            
3.4150533e-01  2.0739040e+14            
3.4167604e-01  3.6280087e+14            
3.4184692e-01  3.1075115e+14            
3.4201785e-01  4.7363946e+14            
3.4218884e-01  3.9045120e+14            
3.4235988e-01  4.2152566e+14            
3.4253109e-01  2.9945109e+14            
3.4270236e-01  4.2008565e+14            
3.4287368e-01  3.3665773e+14            
3.4304517e-01  5.7340791e+14            
3.4321672e-01  4.3627248e+14            
3.4338832e-01  3.7697703e+14            
3.4355997e-01  5.1397552e+14            
3.4373179e-01  4.9456833e+14            
3.4390355e-01  4.2508653e+14            
3.4407560e-01  2.7911316e+14            
3.4424759e-01  1.8949527e+14            
3.4441975e-01  2.3843958e+14            
3.4459196e-01  3.8855208e+14            
3.4476422e-01  3.1477028e+14            
3.4493666e-01  5.3628228e+14            
3.4510903e-01  5.0631089e+14            
3.4528169e-01  4.2459296e+14            
3.4545429e-01  3.6771139e+14            
3.4562706e-01  6.1252327e+14            
3.4579976e-01  4.7462978e+14            
3.4597276e-01  3.3453111e+14            
3.4614569e-01  3.5048662e+14            
3.4631879e-01  3.2765089e+14            
3.4649194e-01  5.0299838e+14            
3.4666515e-01  3.1939574e+14            
3.4683853e-01  4.7876562e+14            
3.4701197e-01  4.6019758e+14            
3.4718545e-01  5.8149651e+14            
3.4735899e-01  4.5261911e+14            
3.4753271e-01  3.3776239e+14            
3.4770648e-01  2.1199816e+14            
3.4788030e-01  4.2292741e+14            
3.4805429e-01  4.4974499e+14            
3.4822834e-01  5.5585757e+14            
3.4840244e-01  4.1265662e+14            
3.4857659e-01  4.7741132e+14            
3.4875091e-01  6.3193048e+14            
3.4892529e-01  4.8097729e+14            
3.4909972e-01  3.3240156e+14            
3.4927433e-01  4.4497601e+14            
3.4944887e-01  3.4824655e+14            
3.4962370e-01  4.5623349e+14            
3.4979846e-01  3.1729203e+14            
3.4997340e-01  5.2505314e+14            
3.5014839e-01  5.0633295e+14            
3.5032344e-01  5.9165829e+14            
3.5049853e-01  6.5958402e+14            
3.5067380e-01  4.8704601e+14            
3.5084913e-01  5.8436963e+14            
3.5102462e-01  4.5517969e+14            
3.5120005e-01  4.3410170e+14            
3.5137565e-01  4.6618381e+14            
3.5155143e-01  2.9782610e+14            
3.5172714e-01  5.4839228e+14            
3.5190302e-01  4.6043919e+14            
3.5207896e-01  5.1300568e+14            
3.5225507e-01  3.6702710e+14            
3.5243111e-01  3.8729712e+14            
3.5260732e-01  3.0335135e+14            
3.5278371e-01  3.3386597e+14            
3.5296003e-01  4.5973164e+14            
3.5313652e-01  4.3487562e+14            
3.5331307e-01  4.4658279e+14            
