lambda [um]    flux [erg s^-1 cm^-3]    
1.1785657e+00  1.7657723e+14            
1.1791549e+00  1.8647681e+14            
1.1797447e+00  1.8691608e+14            
1.1803351e+00  1.8540327e+14            
1.1809248e+00  1.8739450e+14            
1.1815150e+00  1.8027850e+14            
1.1821058e+00  1.8667144e+14            
1.1826971e+00  1.8062514e+14            
1.1832877e+00  1.5849632e+14            
1.1838803e+00  1.8580599e+14            
1.1844720e+00  1.8084649e+14            
1.1850644e+00  1.8401302e+14            
1.1856559e+00  1.8482747e+14            
1.1862495e+00  1.8409575e+14            
1.1868422e+00  1.8496374e+14            
1.1874355e+00  1.8273235e+14            
1.1880294e+00  1.8287674e+14            
1.1886239e+00  1.6364267e+14            
1.1892176e+00  1.8061077e+14            
1.1898133e+00  1.7930512e+14            
1.1904082e+00  1.8363987e+14            
1.1910022e+00  1.8345947e+14            
1.1915983e+00  1.8421068e+14            
1.1921935e+00  1.8378297e+14            
1.1927908e+00  1.8302823e+14            
1.1933872e+00  1.8403401e+14            
1.1939828e+00  1.8282641e+14            
1.1945804e+00  1.8197872e+14            
1.1951772e+00  1.7957174e+14            
1.1957746e+00  1.7865262e+14            
1.1963726e+00  1.8142957e+14            
1.1969712e+00  1.8143460e+14            
1.1975704e+00  1.6272039e+14            
1.1981687e+00  1.8122333e+14            
1.1987677e+00  1.6420022e+14            
1.1993672e+00  1.6851743e+14            
1.1999659e+00  1.8107708e+14            
1.2005667e+00  1.7784615e+14            
1.2011666e+00  1.7823396e+14            
1.2017671e+00  1.8034438e+14            
1.2023682e+00  1.7983790e+14            
1.2029699e+00  1.7803431e+14            
1.2035708e+00  1.6027727e+14            
1.2041722e+00  1.7359735e+14            
1.2047743e+00  1.7850915e+14            
1.2053769e+00  1.7817940e+14            
1.2059802e+00  1.7909939e+14            
1.2065826e+00  1.7695492e+14            
1.2071857e+00  1.7719358e+14            
1.2077893e+00  1.7634777e+14            
1.2083935e+00  1.5809156e+14            
1.2089983e+00  1.6525953e+14            
1.2096023e+00  1.7721923e+14            
1.2102069e+00  1.7493666e+14            
1.2108121e+00  1.6809272e+14            
1.2114179e+00  1.7464352e+14            
1.2120228e+00  1.7512245e+14            
1.2126298e+00  1.7776047e+14            
1.2132359e+00  1.7588380e+14            
1.2138427e+00  1.7701829e+14            
1.2144500e+00  1.7712912e+14            
1.2150565e+00  1.7600102e+14            
1.2156636e+00  1.7546213e+14            
1.2162713e+00  1.7690069e+14            
1.2168796e+00  1.7570582e+14            
1.2174885e+00  1.7576267e+14            
1.2180965e+00  1.7586288e+14            
1.2187067e+00  1.7527294e+14            
1.2193159e+00  1.7265155e+14            
1.2199258e+00  1.7360647e+14            
1.2205348e+00  1.7353901e+14            
1.2211458e+00  1.7396167e+14            
1.2217561e+00  1.7076005e+14            
1.2223669e+00  1.7491854e+14            
1.2229783e+00  1.7256071e+14            
1.2235903e+00  1.7372144e+14            
1.2242015e+00  1.7391996e+14            
1.2248132e+00  1.7272269e+14            
1.2254256e+00  1.7244416e+14            
1.2260386e+00  1.7283603e+14            
1.2266522e+00  1.7367719e+14            
1.2272649e+00  1.6424420e+14            
1.2278782e+00  1.7317094e+14            
1.2284922e+00  1.7220491e+14            
1.2291067e+00  1.7230943e+14            
1.2297219e+00  1.7328517e+14            
1.2303362e+00  1.7141112e+14            
1.2309510e+00  1.7244563e+14            
1.2315665e+00  1.7040240e+14            
1.2321826e+00  1.7063115e+14            
1.2327994e+00  1.7154910e+14            
1.2334152e+00  1.6937034e+14            
1.2340316e+00  1.6705800e+14            
1.2346487e+00  1.6782331e+14            
1.2352664e+00  1.7065747e+14            
1.2358831e+00  1.6777217e+14            
1.2365020e+00  1.6390843e+14            
1.2371200e+00  1.6722024e+14            
1.2377387e+00  1.7114969e+14            
1.2383579e+00  1.7022507e+14            
1.2389762e+00  1.7092088e+14            
1.2395967e+00  1.6687675e+14            
1.2402162e+00  1.6507599e+14            
1.2408364e+00  1.6764984e+14            
1.2414557e+00  1.6938558e+14            
1.2420771e+00  1.6558582e+14            
1.2426976e+00  1.6317946e+14            
1.2433203e+00  1.6602612e+14            
1.2439405e+00  1.6400132e+14            
1.2445628e+00  1.6910889e+14            
1.2451858e+00  1.6835549e+14            
1.2458079e+00  1.6844082e+14            
1.2464305e+00  1.6761580e+14            
1.2470538e+00  1.6768174e+14            
1.2476778e+00  1.6537436e+14            
1.2483023e+00  1.6854626e+14            
1.2489259e+00  1.6834055e+14            
1.2495502e+00  1.6669040e+14            
1.2501750e+00  1.6616855e+14            
1.2508005e+00  1.6742745e+14            
1.2514251e+00  1.6214995e+14            
1.2520518e+00  1.6135677e+14            
1.2526776e+00  1.5951903e+14            
1.2533040e+00  1.6545746e+14            
1.2539295e+00  1.6300249e+14            
1.2545572e+00  1.6607406e+14            
1.2551839e+00  1.6540905e+14            
1.2558113e+00  1.6452126e+14            
1.2564393e+00  1.6354883e+14            
1.2570679e+00  1.6282762e+14            
1.2576971e+00  1.6544522e+14            
1.2583254e+00  1.6236639e+14            
1.2589543e+00  1.6343570e+14            
1.2595839e+00  1.6451361e+14            
1.2602140e+00  1.6394729e+14            
1.2608433e+00  1.6375484e+14            
1.2614747e+00  1.6046896e+14            
1.2621052e+00  1.6186580e+14            
1.2627363e+00  1.6480673e+14            
1.2633680e+00  1.6335943e+14            
1.2639988e+00  1.5880283e+14            
1.2646318e+00  1.6418005e+14            
1.2652638e+00  1.5977357e+14            
1.2658965e+00  1.6341744e+14            
1.2665298e+00  1.6255730e+14            
1.2671621e+00  1.6094011e+14            
1.2677967e+00  1.6282878e+14            
1.2684303e+00  1.5747151e+14            
1.2690645e+00  1.6153085e+14            
1.2696994e+00  1.6128478e+14            
1.2703333e+00  1.6165430e+14            
1.2709694e+00  1.5893393e+14            
1.2716046e+00  1.6144140e+14            
1.2722404e+00  1.6240897e+14            
1.2728768e+00  1.6196884e+14            
1.2735122e+00  1.6108425e+14            
1.2741499e+00  1.5813980e+14            
1.2747866e+00  1.6068012e+14            
1.2754240e+00  1.6129623e+14            
1.2760620e+00  1.6148134e+14            
1.2766990e+00  1.6103535e+14            
1.2773382e+00  1.6032502e+14            
1.2779765e+00  1.6031176e+14            
1.2786154e+00  1.5998128e+14            
1.2792550e+00  1.5838912e+14            
1.2798952e+00  1.5886292e+14            
1.2805343e+00  1.5696923e+14            
1.2811742e+00  1.5281390e+14            
1.2818146e+00  1.4402834e+14            
1.2824557e+00  1.4089007e+14            
1.2830975e+00  1.5261451e+14            
1.2837382e+00  1.5588474e+14            
1.2843813e+00  1.5608735e+14            
1.2850233e+00  1.5678022e+14            
1.2856660e+00  1.5847090e+14            
1.2863076e+00  1.5897366e+14            
1.2869516e+00  1.5835502e+14            
1.2875945e+00  1.5637573e+14            
1.2882381e+00  1.5548957e+14            
1.2888824e+00  1.5773221e+14            
1.2895272e+00  1.5819836e+14            
1.2901728e+00  1.5051204e+14            
1.2908173e+00  1.5747501e+14            
1.2914624e+00  1.5426204e+14            
1.2921082e+00  1.5663547e+14            
1.2927546e+00  1.5491661e+14            
1.2934000e+00  1.5504359e+14            
1.2940478e+00  1.5384355e+14            
1.2946945e+00  1.5563519e+14            
1.2953418e+00  1.5573905e+14            
1.2959898e+00  1.5519462e+14            
1.2966368e+00  1.5477933e+14            
1.2972861e+00  1.5447766e+14            
1.2979343e+00  1.5285235e+14            
1.2985832e+00  1.5578799e+14            
1.2992328e+00  1.5377255e+14            
1.2998830e+00  1.5586588e+14            
1.3005322e+00  1.5424236e+14            
1.3011820e+00  1.5485881e+14            
1.3018325e+00  1.5456907e+14            
1.3024836e+00  1.5474193e+14            
1.3031353e+00  1.5273268e+14            
1.3037861e+00  1.5169756e+14            
1.3044391e+00  1.5258477e+14            
1.3050912e+00  1.5278612e+14            
1.3057438e+00  1.5407736e+14            
1.3063972e+00  1.5355375e+14            
1.3070494e+00  1.5163794e+14            
1.3077024e+00  1.5326113e+14            
1.3083577e+00  1.5360031e+14            
1.3090119e+00  1.5267441e+14            
1.3096651e+00  1.5300876e+14            
1.3103206e+00  1.5056212e+14            
1.3109751e+00  1.5305526e+14            
1.3116319e+00  1.5291661e+14            
1.3122877e+00  1.4743355e+14            
1.3129425e+00  1.3936281e+14            
1.3135996e+00  1.4812832e+14            
1.3142556e+00  1.5290232e+14            
1.3149140e+00  1.4855988e+14            
1.3155714e+00  1.3870882e+14            
1.3162294e+00  1.5104997e+14            
1.3168863e+00  1.5141772e+14            
1.3175456e+00  1.5232249e+14            
1.3182039e+00  1.4651475e+14            
1.3188628e+00  1.5157577e+14            
1.3195223e+00  1.5080118e+14            
1.3201826e+00  1.4811669e+14            
1.3208417e+00  1.5104671e+14            
1.3215032e+00  1.4792158e+14            
1.3221637e+00  1.5019633e+14            
1.3228248e+00  1.4997679e+14            
1.3234866e+00  1.5090430e+14            
1.3241473e+00  1.5070197e+14            
1.3248104e+00  1.5039515e+14            
1.3254724e+00  1.4900567e+14            
1.3261351e+00  1.4881688e+14            
1.3267984e+00  1.4874402e+14            
1.3274624e+00  1.4886030e+14            
1.3281253e+00  1.4947979e+14            
1.3287889e+00  1.4273514e+14            
1.3294531e+00  1.4304190e+14            
1.3301180e+00  1.4918335e+14            
1.3307836e+00  1.4661743e+14            
1.3314498e+00  1.4748858e+14            
1.3321149e+00  1.3960325e+14            
1.3327807e+00  1.4780880e+14            
1.3334471e+00  1.4757077e+14            
1.3341142e+00  1.4852098e+14            
1.3347802e+00  1.4644696e+14            
1.3354487e+00  1.4531599e+14            
1.3361160e+00  1.4800432e+14            
1.3367840e+00  1.4800361e+14            
1.3374527e+00  1.4739653e+14            
1.3381220e+00  1.4740090e+14            
1.3387902e+00  1.4465194e+14            
1.3394591e+00  1.4152701e+14            
1.3401287e+00  1.4445166e+14            
1.3407989e+00  1.4664485e+14            
1.3414698e+00  1.4577750e+14            
1.3421414e+00  1.4410649e+14            
1.3428118e+00  1.4601044e+14            
1.3434829e+00  1.4554066e+14            
1.3441547e+00  1.4670525e+14            
1.3448271e+00  1.4638331e+14            
1.3454984e+00  1.4479333e+14            
1.3461722e+00  1.4330776e+14            
1.3468449e+00  1.4546733e+14            
1.3475182e+00  1.4534025e+14            
1.3481922e+00  1.4498203e+14            
1.3488669e+00  1.4495098e+14            
1.3495404e+00  1.4347943e+14            
1.3502164e+00  1.4265908e+14            
1.3508913e+00  1.4435931e+14            
1.3515669e+00  1.4535949e+14            
1.3522413e+00  1.4425691e+14            
1.3529182e+00  1.4391717e+14            
1.3535939e+00  1.4488852e+14            
1.3542704e+00  1.4451170e+14            
1.3549493e+00  1.4142756e+14            
1.3556252e+00  1.4212320e+14            
1.3563037e+00  1.4195026e+14            
1.3569810e+00  1.3922507e+14            
1.3576608e+00  1.4277793e+14            
1.3583395e+00  1.4350108e+14            
1.3590188e+00  1.4159564e+14            
1.3596970e+00  1.4253310e+14            
1.3603776e+00  1.3972285e+14            
1.3610572e+00  1.4178442e+14            
1.3617392e+00  1.4335453e+14            
1.3624201e+00  1.4235819e+14            
1.3630998e+00  1.3849790e+14            
1.3637820e+00  1.4160705e+14            
1.3644631e+00  1.3993676e+14            
1.3651467e+00  1.4138786e+14            
1.3658291e+00  1.4150177e+14            
1.3665123e+00  1.4159647e+14            
1.3671942e+00  1.3853391e+14            
1.3678787e+00  1.4196067e+14            
1.3685619e+00  1.3663436e+14            
1.3692459e+00  1.4069715e+14            
1.3699306e+00  1.3748415e+14            
1.3706159e+00  1.3977243e+14            
1.3713019e+00  1.3924432e+14            
1.3719868e+00  1.4035588e+14            
1.3726742e+00  1.3685000e+14            
1.3733604e+00  1.3792768e+14            
1.3740454e+00  1.3763160e+14            
1.3747330e+00  1.3803011e+14            
1.3754212e+00  1.3907814e+14            
1.3761083e+00  1.3606261e+14            
1.3767960e+00  1.3837389e+14            
1.3774845e+00  1.3979673e+14            
1.3781736e+00  1.3793744e+14            
1.3788634e+00  1.3942401e+14            
1.3795520e+00  1.3915159e+14            
1.3802413e+00  1.3858716e+14            
1.3809313e+00  1.3912929e+14            
1.3816219e+00  1.3669602e+14            
1.3823133e+00  1.3912379e+14            
1.3830054e+00  1.3662692e+14            
1.3836962e+00  1.3761120e+14            
1.3843877e+00  1.3875307e+14            
1.3850799e+00  1.3445129e+14            
1.3857728e+00  1.3797221e+14            
1.3864645e+00  1.3555853e+14            
1.3871588e+00  1.3539810e+14            
1.3878519e+00  1.3778579e+14            
1.3885456e+00  1.3771234e+14            
1.3892401e+00  1.3720624e+14            
1.3899352e+00  1.3216092e+14            
1.3906291e+00  1.3672362e+14            
1.3913256e+00  1.3706186e+14            
1.3920209e+00  1.3660810e+14            
1.3927169e+00  1.3664818e+14            
1.3934136e+00  1.3671467e+14            
1.3941110e+00  1.3539035e+14            
1.3948071e+00  1.3600894e+14            
1.3955040e+00  1.3229358e+14            
1.3962015e+00  1.3532027e+14            
1.3968997e+00  1.3530760e+14            
1.3975986e+00  1.3637159e+14            
1.3982983e+00  1.3453203e+14            
1.3989966e+00  1.3494135e+14            
1.3996957e+00  1.3052774e+14            
1.4003955e+00  1.3236911e+14            
1.4010959e+00  1.2908189e+14            
1.4017971e+00  1.3569670e+14            
1.4024970e+00  1.3463968e+14            
1.4031996e+00  1.3155752e+14            
1.4039009e+00  1.3485241e+14            
1.4046029e+00  1.3297078e+14            
1.4053056e+00  1.3486744e+14            
1.4060070e+00  1.3424847e+14            
1.4067111e+00  1.3099668e+14            
1.4074140e+00  1.3124113e+14            
1.4081175e+00  1.3333369e+14            
1.4088218e+00  1.2999039e+14            
1.4095267e+00  1.3287709e+14            
1.4102304e+00  1.3224353e+14            
1.4109367e+00  1.3172919e+14            
1.4116418e+00  1.2827367e+14            
1.4123476e+00  1.2694622e+14            
